GEOPOINT,GEOID,NAME,NAMELSAD,STUSAB
31.9141614433; -108.714976887,35023,Hidalgo,Hidalgo County,NM
37.3384339705; -108.596669828,8083,Montezuma,Montezuma County,CO
37.7238515313; -93.8566135049,29039,Cedar,Cedar County,MO
47.3079544484; -111.347045865,30013,Cascade,Cascade County,MT
42.6029174357; -83.9115277453,26093,Livingston,Livingston County,MI
44.0220442699; -97.129376351,46079,Lake,Lake County,SD
36.3932742158; -79.3335234769,37033,Caswell,Caswell County,NC
37.3151524068; -79.5241721318,51019,Bedford,Bedford County,VA
35.9790563044; -94.2155848036,5143,Washington,Washington County,AR
36.7142829107; -82.6029222713,51169,Scott,Scott County,VA
40.5938843197; -102.357579601,8095,Phillips,Phillips County,CO
33.4249531354; -88.8793051624,28105,Oktibbeha,Oktibbeha County,MS
37.5571085124; -82.7457041434,21071,Floyd,Floyd County,KY
35.5560557128; -82.9821729698,37087,Haywood,Haywood County,NC
31.5515116745; -83.8508756933,13321,Worth,Worth County,GA
36.7580732628; -84.145177727,21235,Whitley,Whitley County,KY
40.1315428804; -96.2370551712,31133,Pawnee,Pawnee County,NE
41.1457829623; -115.35770071,32007,Elko,Elko County,NV
39.020397715; -119.189196841,32019,Lyon,Lyon County,NV
35.6388377895; -99.0015558433,40039,Custer,Custer County,OK
39.7371483117; -82.2361379221,39127,Perry,Perry County,OH
37.2914862292; -77.2984913408,51670,Hopewell,Hopewell city,VA
41.744942366; -123.957801356,6015,Del Norte,Del Norte County,CA
34.416170665; -95.3758623589,40127,Pushmataha,Pushmataha County,OK
30.7100896074; -82.8939351883,13101,Echols,Echols County,GA
34.6145873342; -78.5636493115,37017,Bladen,Bladen County,NC
38.7646163949; -91.1606930888,29219,Warren,Warren County,MO
43.9457158153; -90.6178241184,55081,Monroe,Monroe County,WI
37.6584480026; -87.9453835494,21225,Union,Union County,KY
45.5521529589; -94.6130114109,27145,Stearns,Stearns County,MN
36.4858546341; -83.6604159043,47025,Claiborne,Claiborne County,TN
18.1183693017; 145.631090555,69085,Northern Islands,Northern Islands Municipality,MP
37.4197763873; -84.0057660473,21109,Jackson,Jackson County,KY
30.5382395947; -91.0956166217,22033,East Baton Rouge,East Baton Rouge Parish,LA
48.6553582885; -111.695670939,30101,Toole,Toole County,MT
32.2616858077; -84.3147208166,13249,Schley,Schley County,GA
44.2287741072; -111.481955865,16043,Fremont,Fremont County,ID
45.0694080018; -91.2798860249,55017,Chippewa,Chippewa County,WI
37.1039268916; -84.5771762961,21199,Pulaski,Pulaski County,KY
31.0378936572; -83.0626533592,13173,Lanier,Lanier County,GA
34.3639350883; -89.9505672784,28107,Panola,Panola County,MS
33.2052512262; -97.1170055183,48121,Denton,Denton County,TX
42.037212461; -95.3819677478,19047,Crawford,Crawford County,IA
30.8419677363; -83.5802119065,13027,Brooks,Brooks County,GA
31.1639914481; -84.7307216738,13201,Miller,Miller County,GA
30.6528705338; -92.8278792297,22003,Allen,Allen Parish,LA
45.6690533298; -109.395216695,30095,Stillwater,Stillwater County,MT
42.1412473526; -76.7600260363,36015,Chemung,Chemung County,NY
37.3840412342; -89.6844539015,29031,Cape Girardeau,Cape Girardeau County,MO
41.6194314385; -102.335438285,31069,Garden,Garden County,NE
39.3359933047; -80.0461837011,54091,Taylor,Taylor County,WV
18.3755558594; -65.8002432965,72119,Río Grande,Río Grande Municipio,PR
29.8870240994; -96.2779088915,48015,Austin,Austin County,TX
37.2243021506; -78.4410828106,51147,Prince Edward,Prince Edward County,VA
27.4927094815; -81.8100059395,12049,Hardee,Hardee County,FL
39.8644164614; -85.0098761363,18177,Wayne,Wayne County,IN
36.7371415587; -84.4841745377,21147,McCreary,McCreary County,KY
39.3739160769; -111.576354881,49039,Sanpete,Sanpete County,UT
38.00019653; -101.31986081,20093,Kearny,Kearny County,KS
44.2733844798; -72.6149783508,50023,Washington,Washington County,VT
36.7984746846; -95.6173556358,40105,Nowata,Nowata County,OK
38.2948490453; -93.2879464988,29015,Benton,Benton County,MO
37.3007843394; -75.9285418475,51131,Northampton,Northampton County,VA
39.4954650301; -92.0007352464,29137,Monroe,Monroe County,MO
38.336574821; -81.5281178783,54039,Kanawha,Kanawha County,WV
36.7647498967; -77.8590299644,51025,Brunswick,Brunswick County,VA
36.3649169333; -78.4079288849,37181,Vance,Vance County,NC
42.0879392632; -104.353264458,56015,Goshen,Goshen County,WY
33.0692757535; -83.2495906334,13009,Baldwin,Baldwin County,GA
30.458037893; -84.2778815189,12073,Leon,Leon County,FL
36.991034312; -85.0586875538,21207,Russell,Russell County,KY
41.9874357661; -70.7370759268,25023,Plymouth,Plymouth County,MA
38.8246749142; -82.316909885,39053,Gallia,Gallia County,OH
31.5146944202; -85.2414063367,1067,Henry,Henry County,AL
38.2572922743; -94.339996655,29013,Bates,Bates County,MO
32.6347102394; -90.0337143493,28089,Madison,Madison County,MS
32.3061694988; -101.43550545,48227,Howard,Howard County,TX
45.5798653729; -117.181020009,41063,Wallowa,Wallowa County,OR
37.1502697208; -76.2705623776,51735,Poquoson,Poquoson city,VA
34.6920572921; -81.1595312709,45023,Chester,Chester County,SC
36.2151963075; -115.013561058,32003,Clark,Clark County,NV
42.2573913511; -78.027560601,36003,Allegany,Allegany County,NY
34.3754273152; -83.2291886374,13119,Franklin,Franklin County,GA
38.4418035091; -84.3313958343,21097,Harrison,Harrison County,KY
39.8537998099; -80.2228738585,42059,Greene,Greene County,PA
46.6082572906; -93.4154290883,27001,Aitkin,Aitkin County,MN
31.5523801522; -97.2017864999,48309,McLennan,McLennan County,TX
36.4694088387; -86.4603553659,47165,Sumner,Sumner County,TN
33.7815571316; -83.7338466262,13297,Walton,Walton County,GA
44.0056617687; -72.3768216078,50017,Orange,Orange County,VT
39.3069999343; -85.5011430488,18031,Decatur,Decatur County,IN
37.7877775498; -80.0061751875,51005,Alleghany,Alleghany County,VA
43.6746303972; -96.2532076471,27133,Rock,Rock County,MN
38.9340476576; -83.8674279187,39015,Brown,Brown County,OH
36.9325975948; -92.4988057662,29067,Douglas,Douglas County,MO
35.9109060184; -92.6995245166,5129,Searcy,Searcy County,AR
33.4941024198; -89.6163956957,28097,Montgomery,Montgomery County,MS
33.1495558982; -95.5639501637,48223,Hopkins,Hopkins County,TX
34.1153249768; -94.7713788557,40089,McCurtain,McCurtain County,OK
43.4197021208; -74.9624979781,36043,Herkimer,Herkimer County,NY
36.2878738806; -83.8375139145,47173,Union,Union County,TN
46.7007124229; -90.5645053525,55003,Ashland,Ashland County,WI
41.2340543656; -77.638105834,42035,Clinton,Clinton County,PA
46.0528985901; -89.514845622,55125,Vilas,Vilas County,WI
42.0789535271; -91.5990228598,19113,Linn,Linn County,IA
32.5099583696; -84.8770429861,13215,Muscogee,Muscogee County,GA
39.5317400033; -95.3134446486,20005,Atchison,Atchison County,KS
36.906729139; -76.7091264828,51093,Isle of Wight,Isle of Wight County,VA
43.3684799638; -88.2307624873,55131,Washington,Washington County,WI
36.5011043566; -87.8384575868,47161,Stewart,Stewart County,TN
39.9798357499; -108.217225788,8103,Rio Blanco,Rio Blanco County,CO
40.2627443761; -103.809822237,8087,Morgan,Morgan County,CO
36.1306195485; -80.256300016,37067,Forsyth,Forsyth County,NC
41.4461591184; -76.5121412893,42113,Sullivan,Sullivan County,PA
39.7847320849; -98.2183408742,20089,Jewell,Jewell County,KS
35.8752484216; -98.4334742816,40011,Blaine,Blaine County,OK
47.1242661519; -120.679683235,53037,Kittitas,Kittitas County,WA
29.99980267; -104.240521679,48377,Presidio,Presidio County,TX
39.349716037; -99.8832526271,20065,Graham,Graham County,KS
32.5349201866; -86.642749235,1001,Autauga,Autauga County,AL
48.5487141288; -119.740857456,53047,Okanogan,Okanogan County,WA
39.5288947088; -79.2729932831,24023,Garrett,Garrett County,MD
18.3779439965; -67.0807617245,72099,Moca,Moca Municipio,PR
38.47719455; -85.7072716297,18019,Clark,Clark County,IN
44.4160919594; -88.464932258,55087,Outagamie,Outagamie County,WI
35.5884840734; -94.2429568096,5033,Crawford,Crawford County,AR
41.047767486; -100.745233846,31111,Lincoln,Lincoln County,NE
33.0775359877; -94.3435927798,48067,Cass,Cass County,TX
34.650325267; -89.9447795242,28137,Tate,Tate County,MS
41.3531364976; -90.1314083142,17073,Henry,Henry County,IL
44.6458436266; -123.907654696,41041,Lincoln,Lincoln County,OR
39.3561681629; -90.3904985092,17061,Greene,Greene County,IL
31.1082936995; -93.1841466986,22115,Vernon,Vernon Parish,LA
18.4495762857; -66.4877274773,72091,Manatí,Manatí Municipio,PR
36.7244585691; -81.9598229888,51191,Washington,Washington County,VA
33.9364500127; -89.336445157,28013,Calhoun,Calhoun County,MS
46.3170555846; -90.264452745,55051,Iron,Iron County,WI
45.4493130951; -83.5277564528,26141,Presque Isle,Presque Isle County,MI
41.7164225715; -74.7681429805,36105,Sullivan,Sullivan County,NY
35.4751864248; -79.1714836119,37105,Lee,Lee County,NC
39.0453280683; -98.2076985187,20105,Lincoln,Lincoln County,KS
33.6542354352; -84.0266082893,13247,Rockdale,Rockdale County,GA
41.8515631921; -96.3286044718,31021,Burt,Burt County,NE
31.8696032448; -85.3931969755,1005,Barbour,Barbour County,AL
44.3542643029; -93.2966783051,27131,Rice,Rice County,MN
34.9167055034; -83.7372785445,13281,Towns,Towns County,GA
39.4652776369; -80.8848251911,54095,Tyler,Tyler County,WV
47.7361089311; -119.691774627,53017,Douglas,Douglas County,WA
31.8885309869; -100.529910767,48081,Coke,Coke County,TX
34.1815553357; -77.865597569,37129,New Hanover,New Hanover County,NC
38.2158624014; -76.5290606633,24037,St. Mary's,St. Mary's County,MD
34.6404621514; -105.850819579,35057,Torrance,Torrance County,NM
38.3020458533; -96.593928638,20017,Chase,Chase County,KS
32.013224335; -81.4424722248,13029,Bryan,Bryan County,GA
39.178267375; -81.0629473806,54085,Ritchie,Ritchie County,WV
38.3570143624; -113.235717851,49001,Beaver,Beaver County,UT
43.3350287366; -84.0531870389,26145,Saginaw,Saginaw County,MI
18.343826453; -66.1140504606,72061,Guaynabo,Guaynabo Municipio,PR
37.7064741502; -83.0649145355,21153,Magoffin,Magoffin County,KY
31.4470737521; -104.517369966,48109,Culberson,Culberson County,TX
31.929800968; -82.9389875255,13271,Telfair,Telfair County,GA
43.3785703546; -95.6236852015,19143,Osceola,Osceola County,IA
37.7531363894; -88.5407417954,17165,Saline,Saline County,IL
37.7732676848; -86.4292775361,21027,Breckinridge,Breckinridge County,KY
40.0158001655; -80.9885424488,39013,Belmont,Belmont County,OH
43.6743620902; -94.551070329,27091,Martin,Martin County,MN
41.7562548803; -89.9141029918,17195,Whiteside,Whiteside County,IL
31.7686268414; -106.23481792,48141,El Paso,El Paso County,TX
34.2514096075; -90.2891244706,28119,Quitman,Quitman County,MS
31.1610674632; -91.3109179158,28157,Wilkinson,Wilkinson County,MS
30.8797727288; -91.4200286829,22125,West Feliciana,West Feliciana Parish,LA
39.7027072964; -112.784789329,49023,Juab,Juab County,UT
34.4855798533; -97.8515306642,40137,Stephens,Stephens County,OK
39.7977760151; -92.0766157427,29205,Shelby,Shelby County,MO
33.172974606; -102.827796072,48501,Yoakum,Yoakum County,TX
33.6023128883; -90.5886186268,28133,Sunflower,Sunflower County,MS
34.4750152607; -85.3452913609,13055,Chattooga,Chattooga County,GA
38.0325101344; -85.3278488189,21215,Spencer,Spencer County,KY
18.3170844647; -66.4202927626,72101,Morovis,Morovis Municipio,PR
46.9915439408; -88.6520579518,26061,Houghton,Houghton County,MI
35.447636026; -93.0341542751,5115,Pope,Pope County,AR
46.1484599385; -112.093784553,30043,Jefferson,Jefferson County,MT
38.8345659231; -77.2762195686,51059,Fairfax,Fairfax County,VA
36.1184426301; -84.198463003,47001,Anderson,Anderson County,TN
40.1894007554; -80.248244362,42125,Washington,Washington County,PA
47.350535135; -123.183009775,53045,Mason,Mason County,WA
47.0365253041; -113.923741221,30063,Missoula,Missoula County,MT
41.6837548102; -94.5010550107,19077,Guthrie,Guthrie County,IA
31.2132418055; -81.4936975935,13127,Glynn,Glynn County,GA
43.1923769434; -99.1856121911,46053,Gregory,Gregory County,SD
33.2660636336; -81.4350227718,45011,Barnwell,Barnwell County,SC
34.0452544; -86.034762324,1055,Etowah,Etowah County,AL
44.3798321501; -91.7544696581,55011,Buffalo,Buffalo County,WI
41.1175705357; -81.8997238467,39103,Medina,Medina County,OH
46.5347308489; -118.898842401,53021,Franklin,Franklin County,WA
41.226077466; -97.131768846,31023,Butler,Butler County,NE
38.385163021; -93.7927500298,29083,Henry,Henry County,MO
39.7845831125; -99.347022123,20147,Phillips,Phillips County,KS
18.2884177602; -66.2525509031,72105,Naranjito,Naranjito Municipio,PR
39.2965532011; -96.7351769755,20161,Riley,Riley County,KS
32.7626642246; -87.6291176816,1065,Hale,Hale County,AL
32.8977580696; -96.407781044,48397,Rockwall,Rockwall County,TX
44.2411163796; -114.281712396,16037,Custer,Custer County,ID
47.108629802; -94.9166206034,27057,Hubbard,Hubbard County,MN
40.5240610865; -97.1409086996,31151,Saline,Saline County,NE
35.5137978753; -86.4588856967,47003,Bedford,Bedford County,TN
44.7091742748; -117.675363456,41001,Baker,Baker County,OR
34.3575285169; -119.126027193,6111,Ventura,Ventura County,CA
42.3851848526; -94.6404136047,19025,Calhoun,Calhoun County,IA
18.0836334373; -66.9433118197,72121,Sabana Grande,Sabana Grande Municipio,PR
41.0001918546; -78.4741251099,42033,Clearfield,Clearfield County,PA
46.6997094485; -88.3521803449,26013,Baraga,Baraga County,MI
44.5267152135; -107.995198768,56003,Big Horn,Big Horn County,WY
48.2217054336; -101.541784418,38101,Ward,Ward County,ND
34.7684002341; -88.9088980221,28139,Tippah,Tippah County,MS
37.5815223099; -119.905517029,6043,Mariposa,Mariposa County,CA
44.6484737252; -93.5358982367,27139,Scott,Scott County,MN
35.2172743542; -87.3955844374,47099,Lawrence,Lawrence County,TN
41.3012406125; -70.12811317,25019,Nantucket,Nantucket County,MA
33.214771; -81.0542337736,45009,Bamberg,Bamberg County,SC
41.8935293191; -88.7703159232,17037,DeKalb,DeKalb County,IL
35.8375699223; -100.270473266,48211,Hemphill,Hemphill County,TX
36.341483312; -91.0277165202,5121,Randolph,Randolph County,AR
33.7942334247; -85.2110263502,13143,Haralson,Haralson County,GA
35.9210263138; -81.1770268506,37003,Alexander,Alexander County,NC
35.4217523265; -88.6134615499,47023,Chester,Chester County,TN
40.7394701918; -93.3273638708,19185,Wayne,Wayne County,IA
47.9216811843; -98.1920324671,38063,Nelson,Nelson County,ND
41.3021937169; -80.2577062656,42085,Mercer,Mercer County,PA
38.0874875679; -88.1795748823,17193,White,White County,IL
43.7535894574; -88.4882631121,55039,Fond du Lac,Fond du Lac County,WI
44.5059941907; -87.3072532822,55061,Kewaunee,Kewaunee County,WI
34.5301133129; -102.784538195,48369,Parmer,Parmer County,TX
38.9147788411; -98.7623510222,20167,Russell,Russell County,KS
32.4177916678; -91.7634818429,22083,Richland,Richland Parish,LA
34.1492251125; -87.3736834128,1133,Winston,Winston County,AL
33.9746150928; -99.7779848782,48155,Foard,Foard County,TX
34.8414378315; -116.17846142,6071,San Bernardino,San Bernardino County,CA
41.2953518815; -96.1544786904,31055,Douglas,Douglas County,NE
38.8530983407; -77.2997880719,51600,Fairfax,Fairfax city,VA
38.0423302608; -84.4587221937,21067,Fayette,Fayette County,KY
35.2066555213; -96.9483597747,40125,Pottawatomie,Pottawatomie County,OK
60.1194076421; -151.698058085,2122,Kenai Peninsula,Kenai Peninsula Borough,AK
44.7267746477; -91.2859815878,55035,Eau Claire,Eau Claire County,WI
40.8915578871; -88.5577158078,17105,Livingston,Livingston County,IL
32.7425260993; -101.947684441,48115,Dawson,Dawson County,TX
61.4170040809; -144.760229318,2261,Valdez-Cordova,Valdez-Cordova Census Area,AK
43.8958184046; -99.847385514,46085,Lyman,Lyman County,SD
32.7134544164; -93.3349833098,22119,Webster,Webster Parish,LA
39.2690076722; -121.351262732,6115,Yuba,Yuba County,CA
38.781907067; -90.6748987038,29183,St. Charles,St. Charles County,MO
32.1567629596; -81.8868846224,13109,Evans,Evans County,GA
31.8694627053; -101.520802191,48173,Glasscock,Glasscock County,TX
47.457077544; -98.882985338,38031,Foster,Foster County,ND
41.1690382608; -98.0379852209,31121,Merrick,Merrick County,NE
45.2115438874; -90.5012525364,55119,Taylor,Taylor County,WI
31.1749078562; -90.4041605467,28113,Pike,Pike County,MS
40.7882358798; -89.2111061648,17203,Woodford,Woodford County,IL
40.1208707645; -87.2419916982,18045,Fountain,Fountain County,IN
33.1912219797; -91.7684475565,5003,Ashley,Ashley County,AR
41.9149937091; -101.740518753,31075,Grant,Grant County,NE
18.4578316549; -65.9025233046,72087,Loíza,Loíza Municipio,PR
36.7617766621; -95.2084741643,40035,Craig,Craig County,OK
33.1235953208; -96.0854546373,48231,Hunt,Hunt County,TX
36.1611646374; -91.4798585278,5135,Sharp,Sharp County,AR
43.0208142456; -88.7758658272,55055,Jefferson,Jefferson County,WI
37.0759383564; -77.6322882986,51053,Dinwiddie,Dinwiddie County,VA
33.5505241007; -90.3010646863,28083,Leflore,Leflore County,MS
40.3850195156; -80.7609722941,39081,Jefferson,Jefferson County,OH
35.4654508069; -96.3227791208,40107,Okfuskee,Okfuskee County,OK
18.4336934204; -66.674969152,72013,Arecibo,Arecibo Municipio,PR
39.3503339996; -98.7679898039,20141,Osborne,Osborne County,KS
40.7455891853; -95.6046765408,19071,Fremont,Fremont County,IA
35.2467670437; -80.8327311406,37119,Mecklenburg,Mecklenburg County,NC
37.191870471; -120.717688,6047,Merced,Merced County,CA
36.2983026796; -88.7177438488,47183,Weakley,Weakley County,TN
34.453472028; -86.8529215684,1103,Morgan,Morgan County,AL
44.7968254915; -73.2948285063,50013,Grand Isle,Grand Isle County,VT
40.8571485251; -74.9973498515,34041,Warren,Warren County,NJ
38.4736812339; -77.0134840998,24017,Charles,Charles County,MD
33.8983618624; -92.1851454385,5025,Cleveland,Cleveland County,AR
37.887648789; -99.3121708301,20047,Edwards,Edwards County,KS
33.3633180669; -104.466879578,35005,Chaves,Chaves County,NM
45.394991781; -105.630190704,30075,Powder River,Powder River County,MT
40.4403578768; -118.404438052,32027,Pershing,Pershing County,NV
35.0513554263; -106.670199593,35001,Bernalillo,Bernalillo County,NM
39.5767751714; -75.3579856904,34033,Salem,Salem County,NJ
28.300314142; -80.7012054832,12009,Brevard,Brevard County,FL
30.2413631478; -84.8829111582,12077,Liberty,Liberty County,FL
40.1616556187; -85.7193451682,18095,Madison,Madison County,IN
